book_names,availability,ratings,prices,categories,book_urls,book_images,source_website,scraped_at
orange: The Complete Collection 1 (orange: The Complete Collection #1),16,One,£48.41,Sequential Art,https://books.toscrape.com/catalogue/orange-the-complete-collection-1-orange-the-complete-collection-1_914/index.html,https://books.toscrape.com/media/cache/03/88/03886a8502ca54dbce0d91c2568ab69d.jpg,https://books.toscrape.com/,2026-08-05 09:16:31.379168+00:00
Online Marketing for Busy Authors: A Step-By-Step Guide,16,One,£46.35,Self Help,https://books.toscrape.com/catalogue/online-marketing-for-busy-authors-a-step-by-step-guide_913/index.html,https://books.toscrape.com/media/cache/ea/9b/ea9b2cb8abbb317402e618445bade1e1.jpg,https://books.toscrape.com/,2026-08-05 09:16:31.690901+00:00
On a Midnight Clear,16,Three,£14.07,Add a comment,https://books.toscrape.com/catalogue/on-a-midnight-clear_912/index.html,https://books.toscrape.com/media/cache/a1/14/a114d70e7babf110ba42a389078e9a45.jpg,https://books.toscrape.com/,2026-08-05 09:16:32.021822+00:00
Obsidian (Lux #1),16,Two,£14.86,Young Adult,https://books.toscrape.com/catalogue/obsidian-lux-1_911/index.html,https://books.toscrape.com/media/cache/fc/72/fc72f158554b4b4164701e1dfa1153c7.jpg,https://books.toscrape.com/,2026-08-05 09:16:32.312756+00:00
My Paris Kitchen: Recipes and Stories,16,Two,£33.37,Food and Drink,https://books.toscrape.com/catalogue/my-paris-kitchen-recipes-and-stories_910/index.html,https://books.toscrape.com/media/cache/f5/65/f565af3d9dd20a1ad72a1e7c4157387d.jpg,https://books.toscrape.com/,2026-08-05 09:16:32.627186+00:00
Masks and Shadows,16,Two,£56.40,Fantasy,https://books.toscrape.com/catalogue/masks-and-shadows_909/index.html,https://books.toscrape.com/media/cache/ff/e8/ffe81bf98f8386ef29e193abfb6f9c1e.jpg,https://books.toscrape.com/,2026-08-05 09:16:32.928638+00:00
"Mama Tried: Traditional Italian Cooking for the Screwed, Crude, Vegan, and Tattooed",16,Four,£14.02,Food and Drink,https://books.toscrape.com/catalogue/mama-tried-traditional-italian-cooking-for-the-screwed-crude-vegan-and-tattooed_908/index.html,https://books.toscrape.com/media/cache/10/c6/10c61093002db1fec4089d8076678624.jpg,https://books.toscrape.com/,2026-08-05 09:16:33.251314+00:00
"Lumberjanes, Vol. 2: Friendship to the Max (Lumberjanes #5-8)",16,Two,£46.91,Sequential Art,https://books.toscrape.com/catalogue/lumberjanes-vol-2-friendship-to-the-max-lumberjanes-5-8_907/index.html,https://books.toscrape.com/media/cache/d3/15/d3158e8d3546fb90cced3c1d44a92a34.jpg,https://books.toscrape.com/,2026-08-05 09:16:33.579347+00:00
"Lumberjanes, Vol. 1: Beware the Kitten Holy (Lumberjanes #1-4)",16,Three,£45.61,Sequential Art,https://books.toscrape.com/catalogue/lumberjanes-vol-1-beware-the-kitten-holy-lumberjanes-1-4_906/index.html,https://books.toscrape.com/media/cache/7e/a0/7ea062007ef00107e3c16d336b41fab2.jpg,https://books.toscrape.com/,2026-08-05 09:16:33.927041+00:00
Lumberjanes Vol. 3: A Terrible Plan (Lumberjanes #9-12),16,Two,£19.92,Sequential Art,https://books.toscrape.com/catalogue/lumberjanes-vol-3-a-terrible-plan-lumberjanes-9-12_905/index.html,https://books.toscrape.com/media/cache/5f/b1/5fb1bf88dcfda795606745ce35be5975.jpg,https://books.toscrape.com/,2026-08-05 09:16:34.358921+00:00
"Layered: Baking, Building, and Styling Spectacular Cakes",16,One,£40.11,Food and Drink,https://books.toscrape.com/catalogue/layered-baking-building-and-styling-spectacular-cakes_904/index.html,https://books.toscrape.com/media/cache/98/d1/98d1c979c4bac9e147a6718946578b0f.jpg,https://books.toscrape.com/,2026-08-05 09:16:34.796171+00:00
Judo: Seven Steps to Black Belt (an Introductory Guide for Beginners),16,Two,£53.90,Add a comment,https://books.toscrape.com/catalogue/judo-seven-steps-to-black-belt-an-introductory-guide-for-beginners_903/index.html,https://books.toscrape.com/media/cache/5f/52/5f52b1bc6d45daab2e330c744feb0359.jpg,https://books.toscrape.com/,2026-08-05 09:16:35.127492+00:00
Join,16,Five,£35.67,Science Fiction,https://books.toscrape.com/catalogue/join_902/index.html,https://books.toscrape.com/media/cache/93/63/9363f0065fbad5689f44fcf6e203eef3.jpg,https://books.toscrape.com/,2026-08-05 09:16:36.756495+00:00
In the Country We Love: My Family Divided,16,Four,£22.00,Nonfiction,https://books.toscrape.com/catalogue/in-the-country-we-love-my-family-divided_901/index.html,https://books.toscrape.com/media/cache/fe/ea/feeafd2ad7b3077f8e74cbb1da9e3c7d.jpg,https://books.toscrape.com/,2026-08-05 09:16:37.329919+00:00
Immunity: How Elie Metchnikoff Changed the Course of Modern Medicine,16,Five,£57.36,Science,https://books.toscrape.com/catalogue/immunity-how-elie-metchnikoff-changed-the-course-of-modern-medicine_900/index.html,https://books.toscrape.com/media/cache/26/1c/261c4eaf957ae4aacf2229b482e76dbe.jpg,https://books.toscrape.com/,2026-08-05 09:16:38.467955+00:00
"I Hate Fairyland, Vol. 1: Madly Ever After (I Hate Fairyland (Compilations) #1-5)",16,Two,£29.17,Sequential Art,https://books.toscrape.com/catalogue/i-hate-fairyland-vol-1-madly-ever-after-i-hate-fairyland-compilations-1-5_899/index.html,https://books.toscrape.com/media/cache/aa/74/aa74004807e97a79aa084b5db329a99b.jpg,https://books.toscrape.com/,2026-08-05 09:16:38.896384+00:00
I am a Hero Omnibus Volume 1,16,Three,£54.63,Sequential Art,https://books.toscrape.com/catalogue/i-am-a-hero-omnibus-volume-1_898/index.html,https://books.toscrape.com/media/cache/16/d4/16d443437126bf6d536a89312c1995a5.jpg,https://books.toscrape.com/,2026-08-05 09:16:39.329687+00:00
How to Be Miserable: 40 Strategies You Already Use,16,One,£46.03,Self Help,https://books.toscrape.com/catalogue/how-to-be-miserable-40-strategies-you-already-use_897/index.html,https://books.toscrape.com/media/cache/da/8b/da8bc9b824dd3f446ef63e438ddbfc85.jpg,https://books.toscrape.com/,2026-08-05 09:16:39.750704+00:00
Her Backup Boyfriend (The Sorensen Family #1),16,One,£33.97,Romance,https://books.toscrape.com/catalogue/her-backup-boyfriend-the-sorensen-family-1_896/index.html,https://books.toscrape.com/media/cache/1e/bb/1ebbbc3e2d3249b111033cfc40763b0b.jpg,https://books.toscrape.com/,2026-08-05 09:16:40.068275+00:00
"Giant Days, Vol. 2 (Giant Days #5-8)",16,Two,£22.11,Sequential Art,https://books.toscrape.com/catalogue/giant-days-vol-2-giant-days-5-8_895/index.html,https://books.toscrape.com/media/cache/90/6f/906f0168b0e155a7077625499b1737b5.jpg,https://books.toscrape.com/,2026-08-05 09:16:40.500604+00:00
Forever and Forever: The Courtship of Henry Longfellow and Fanny Appleton,16,Three,£29.69,Historical Fiction,https://books.toscrape.com/catalogue/forever-and-forever-the-courtship-of-henry-longfellow-and-fanny-appleton_894/index.html,https://books.toscrape.com/media/cache/d6/58/d658a1485b130ff26ca5fb0d5975ed2e.jpg,https://books.toscrape.com/,2026-08-05 09:16:40.808742+00:00
First and First (Five Boroughs #3),16,Four,£15.97,Romance,https://books.toscrape.com/catalogue/first-and-first-five-boroughs-3_893/index.html,https://books.toscrape.com/media/cache/c4/d1/c4d1517cc9370e292366b6132ca9ca36.jpg,https://books.toscrape.com/,2026-08-05 09:16:41.259135+00:00
Fifty Shades Darker (Fifty Shades #2),16,One,£21.96,Romance,https://books.toscrape.com/catalogue/fifty-shades-darker-fifty-shades-2_892/index.html,https://books.toscrape.com/media/cache/cc/bd/ccbdae9e29b3594301528fa2c876ec29.jpg,https://books.toscrape.com/,2026-08-05 09:16:41.573283+00:00
Everydata: The Misinformation Hidden in the Little Data You Consume Every Day,16,Two,£54.35,Nonfiction,https://books.toscrape.com/catalogue/everydata-the-misinformation-hidden-in-the-little-data-you-consume-every-day_891/index.html,https://books.toscrape.com/media/cache/64/94/6494bf61176ca73b61255909230030be.jpg,https://books.toscrape.com/,2026-08-05 09:16:41.984393+00:00
"Don't Be a Jerk: And Other Practical Advice from Dogen, Japan's Greatest Zen Master",16,Two,£37.97,Religion,https://books.toscrape.com/catalogue/dont-be-a-jerk-and-other-practical-advice-from-dogen-japans-greatest-zen-master_890/index.html,https://books.toscrape.com/media/cache/95/30/953013d044aa313cc162dec414f3969a.jpg,https://books.toscrape.com/,2026-08-05 09:16:42.299432+00:00
Danganronpa Volume 1,16,Four,£51.99,Sequential Art,https://books.toscrape.com/catalogue/danganronpa-volume-1_889/index.html,https://books.toscrape.com/media/cache/78/97/7897eea91c4a85aca58d925861d4afec.jpg,https://books.toscrape.com/,2026-08-05 09:16:42.884368+00:00
Crown of Midnight (Throne of Glass #2),16,Three,£43.29,Fantasy,https://books.toscrape.com/catalogue/crown-of-midnight-throne-of-glass-2_888/index.html,https://books.toscrape.com/media/cache/66/25/6625e3bbb050de3e42a0c302c0d69f1f.jpg,https://books.toscrape.com/,2026-08-05 09:16:43.190315+00:00
"Codename Baboushka, Volume 1: The Conclave of Death",16,Four,£36.72,Sequential Art,https://books.toscrape.com/catalogue/codename-baboushka-volume-1-the-conclave-of-death_887/index.html,https://books.toscrape.com/media/cache/f6/88/f688a9d6a89fdf38e4e88439ee9eda69.jpg,https://books.toscrape.com/,2026-08-05 09:16:43.604199+00:00
Camp Midnight,16,Four,£17.08,Sequential Art,https://books.toscrape.com/catalogue/camp-midnight_886/index.html,https://books.toscrape.com/media/cache/dd/c9/ddc95df6754df8e71bf969c088056188.jpg,https://books.toscrape.com/,2026-08-05 09:16:43.918283+00:00
Call the Nurse: True Stories of a Country Nurse on a Scottish Isle,16,Five,£29.14,Nonfiction,https://books.toscrape.com/catalogue/call-the-nurse-true-stories-of-a-country-nurse-on-a-scottish-isle_885/index.html,https://books.toscrape.com/media/cache/88/9e/889e0bac4c7c0e7178f0165b8d3b4617.jpg,https://books.toscrape.com/,2026-08-05 09:16:44.329700+00:00
Burning,16,Three,£28.81,Young Adult,https://books.toscrape.com/catalogue/burning_884/index.html,https://books.toscrape.com/media/cache/26/95/269507c7bb35d2cec9b61a03d1c28e67.jpg,https://books.toscrape.com/,2026-08-05 09:16:44.751005+00:00
Bossypants,16,Two,£49.46,Default,https://books.toscrape.com/catalogue/bossypants_883/index.html,https://books.toscrape.com/media/cache/27/d2/27d20361745ec2f7be668b18a4da29da.jpg,https://books.toscrape.com/,2026-08-05 09:16:45.160062+00:00
"Bitch Planet, Vol. 1: Extraordinary Machine (Bitch Planet (Collected Editions))",16,Two,£37.92,Sequential Art,https://books.toscrape.com/catalogue/bitch-planet-vol-1-extraordinary-machine-bitch-planet-collected-editions_882/index.html,https://books.toscrape.com/media/cache/e4/1d/e41d34204a1fffbf825d8beb3dbf4cbc.jpg,https://books.toscrape.com/,2026-08-05 09:16:45.462363+00:00
"Avatar: The Last Airbender: Smoke and Shadow, Part 3 (Smoke and Shadow #3)",16,Two,£28.09,Fantasy,https://books.toscrape.com/catalogue/avatar-the-last-airbender-smoke-and-shadow-part-3-smoke-and-shadow-3_881/index.html,https://books.toscrape.com/media/cache/06/18/061811c5845d0e13bc04b2a755f0830f.jpg,https://books.toscrape.com/,2026-08-05 09:16:46.035377+00:00
Algorithms to Live By: The Computer Science of Human Decisions,16,One,£30.81,Nonfiction,https://books.toscrape.com/catalogue/algorithms-to-live-by-the-computer-science-of-human-decisions_880/index.html,https://books.toscrape.com/media/cache/23/b4/23b42e094c02d52b14b11a960d49610e.jpg,https://books.toscrape.com/,2026-08-05 09:16:46.967595+00:00
A World of Flavor: Your Gluten Free Passport,16,One,£42.95,Default,https://books.toscrape.com/catalogue/a-world-of-flavor-your-gluten-free-passport_879/index.html,https://books.toscrape.com/media/cache/78/2e/782e315667ec50759b8603527ee33dec.jpg,https://books.toscrape.com/,2026-08-05 09:16:47.272251+00:00
"A Piece of Sky, a Grain of Rice: A Memoir in Four Meditations",16,Five,£56.76,Default,https://books.toscrape.com/catalogue/a-piece-of-sky-a-grain-of-rice-a-memoir-in-four-meditations_878/index.html,https://books.toscrape.com/media/cache/08/89/088995e862aac86c88c608d763f6390e.jpg,https://books.toscrape.com/,2026-08-05 09:16:47.572720+00:00
A Murder in Time,16,One,£16.64,Mystery,https://books.toscrape.com/catalogue/a-murder-in-time_877/index.html,https://books.toscrape.com/media/cache/11/aa/11aaad48b5f15e262456ca65294084da.jpg,https://books.toscrape.com/,2026-08-05 09:16:47.877886+00:00
A Flight of Arrows (The Pathfinders #2),16,Five,£55.53,Historical Fiction,https://books.toscrape.com/catalogue/a-flight-of-arrows-the-pathfinders-2_876/index.html,https://books.toscrape.com/media/cache/82/96/8296f92b70fb1dafefecda92c1d51941.jpg,https://books.toscrape.com/,2026-08-05 09:16:48.182236+00:00
A Fierce and Subtle Poison,16,Four,£28.13,Young Adult,https://books.toscrape.com/catalogue/a-fierce-and-subtle-poison_875/index.html,https://books.toscrape.com/media/cache/12/f1/12f1963957f27fa83d51f76b183ef490.jpg,https://books.toscrape.com/,2026-08-05 09:16:48.488573+00:00
A Court of Thorns and Roses (A Court of Thorns and Roses #1),16,One,£52.37,Fantasy,https://books.toscrape.com/catalogue/a-court-of-thorns-and-roses-a-court-of-thorns-and-roses-1_874/index.html,https://books.toscrape.com/media/cache/c0/88/c08816960890396213a423941af65b8f.jpg,https://books.toscrape.com/,2026-08-05 09:16:48.913549+00:00
(Un)Qualified: How God Uses Broken People to Do Big Things,16,Five,£54.00,Christian,https://books.toscrape.com/catalogue/unqualified-how-god-uses-broken-people-to-do-big-things_873/index.html,https://books.toscrape.com/media/cache/cd/db/cddb3eb483ef11a088d519205b7098fb.jpg,https://books.toscrape.com/,2026-08-05 09:16:49.344638+00:00
You Are What You Love: The Spiritual Power of Habit,15,Four,£21.87,Religion,https://books.toscrape.com/catalogue/you-are-what-you-love-the-spiritual-power-of-habit_872/index.html,https://books.toscrape.com/media/cache/6b/70/6b70f2cdb17d9ab7551240a88b9211fe.jpg,https://books.toscrape.com/,2026-08-05 09:16:49.797558+00:00
"William Shakespeare's Star Wars: Verily, A New Hope (William Shakespeare's Star Wars #4)",15,Four,£43.30,Science Fiction,https://books.toscrape.com/catalogue/william-shakespeares-star-wars-verily-a-new-hope-william-shakespeares-star-wars-4_871/index.html,https://books.toscrape.com/media/cache/02/37/0237b445efc18c5562355a5a2c40889c.jpg,https://books.toscrape.com/,2026-08-05 09:16:50.110225+00:00
Tuesday Nights in 1980,15,Two,£21.04,Fiction,https://books.toscrape.com/catalogue/tuesday-nights-in-1980_870/index.html,https://books.toscrape.com/media/cache/6b/da/6bdae061cb92c32b0b83cda8dd10275d.jpg,https://books.toscrape.com/,2026-08-05 09:16:50.528027+00:00
Tracing Numbers on a Train,15,Three,£41.60,Default,https://books.toscrape.com/catalogue/tracing-numbers-on-a-train_869/index.html,https://books.toscrape.com/media/cache/06/a6/06a6cfcf89afd1601cbba1a16cda57fb.jpg,https://books.toscrape.com/,2026-08-05 09:16:50.958338+00:00
Throne of Glass (Throne of Glass #1),15,Three,£35.07,Fantasy,https://books.toscrape.com/catalogue/throne-of-glass-throne-of-glass-1_868/index.html,https://books.toscrape.com/media/cache/32/d6/32d6aa560e8ddf2a4da1526b95d4c7ab.jpg,https://books.toscrape.com/,2026-08-05 09:16:51.396897+00:00
Thomas Jefferson and the Tripoli Pirates: The Forgotten War That Changed American History,15,One,£59.64,History,https://books.toscrape.com/catalogue/thomas-jefferson-and-the-tripoli-pirates-the-forgotten-war-that-changed-american-history_867/index.html,https://books.toscrape.com/media/cache/97/47/974709d437b08e74649b5744471bf472.jpg,https://books.toscrape.com/,2026-08-05 09:16:51.722616+00:00
Thirteen Reasons Why,15,One,£52.72,Default,https://books.toscrape.com/catalogue/thirteen-reasons-why_866/index.html,https://books.toscrape.com/media/cache/8a/83/8a83b6ce350f01bab21f85e6ba539316.jpg,https://books.toscrape.com/,2026-08-05 09:16:52.152242+00:00
The White Cat and the Monk: A Retelling of the Poem “Pangur Bán”,15,Four,£58.08,Childrens,https://books.toscrape.com/catalogue/the-white-cat-and-the-monk-a-retelling-of-the-poem-pangur-ban_865/index.html,https://books.toscrape.com/media/cache/26/32/2632a1e12f2c085fabbe022ae4cd6933.jpg,https://books.toscrape.com/,2026-08-05 09:16:52.579760+00:00
The Wedding Dress,15,One,£24.12,Romance,https://books.toscrape.com/catalogue/the-wedding-dress_864/index.html,https://books.toscrape.com/media/cache/28/99/28992d89f4abf54fba183fc8d074adf3.jpg,https://books.toscrape.com/,2026-08-05 09:16:53.007223+00:00
The Vacationers,15,Four,£42.15,Fiction,https://books.toscrape.com/catalogue/the-vacationers_863/index.html,https://books.toscrape.com/media/cache/37/25/372578cc073efae80cf284b56040a488.jpg,https://books.toscrape.com/,2026-08-05 09:16:53.301021+00:00
The Third Wave: An Entrepreneur’s Vision of the Future,15,Five,£12.61,Business,https://books.toscrape.com/catalogue/the-third-wave-an-entrepreneurs-vision-of-the-future_862/index.html,https://books.toscrape.com/media/cache/d0/77/d077a30042df6b916bfc8d257345c69e.jpg,https://books.toscrape.com/,2026-08-05 09:16:53.614991+00:00
The Stranger,15,Four,£17.44,Philosophy,https://books.toscrape.com/catalogue/the-stranger_861/index.html,https://books.toscrape.com/media/cache/ea/04/ea0476a6f4c318ceccf5e2f2b39f2b15.jpg,https://books.toscrape.com/,2026-08-05 09:16:54.052473+00:00
The Shadow Hero (The Shadow Hero),15,One,£33.14,Sequential Art,https://books.toscrape.com/catalogue/the-shadow-hero-the-shadow-hero_860/index.html,https://books.toscrape.com/media/cache/1f/62/1f621dda1b302fc16d83d94b0b5ac31c.jpg,https://books.toscrape.com/,2026-08-05 09:16:54.828682+00:00
The Secret (The Secret #1),15,Four,£27.37,Default,https://books.toscrape.com/catalogue/the-secret-the-secret-1_859/index.html,https://books.toscrape.com/media/cache/4e/0f/4e0f05ae01d8fb6bd0d3901edd06de16.jpg,https://books.toscrape.com/,2026-08-05 09:16:55.146038+00:00
The Regional Office Is Under Attack!,15,Five,£51.36,Fiction,https://books.toscrape.com/catalogue/the-regional-office-is-under-attack_858/index.html,https://books.toscrape.com/media/cache/f8/31/f8314c7fdaa79fb7191a583e9a852db8.jpg,https://books.toscrape.com/,2026-08-05 09:16:55.443234+00:00
The Psychopath Test: A Journey Through the Madness Industry,15,Two,£36.00,Default,https://books.toscrape.com/catalogue/the-psychopath-test-a-journey-through-the-madness-industry_857/index.html,https://books.toscrape.com/media/cache/34/f5/34f5f8e513c5f048241f5695e61b2483.jpg,https://books.toscrape.com/,2026-08-05 09:16:55.763942+00:00
